company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
Yin Yang Naturals,2024-05-24,Other personal services,Other services,United States,California,Torrance,Service,50-249,www.yinyangnaturals.com
Candy Kittens,2022-10-07,Food products,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,www.candykittens.co.uk
Olifant Media B.V.,2024-04-15,Advertising & market research,Professional & technical services,Netherlands The,South Holland,Leiden,Service,10-49,www.olifantmedia.nl
Hello Period,2024-09-30,Personal care products,Wholesale,New Zealand,Hawke's Bay Region,Havelock North,Wholesale/Retail,1-9,www.helloperiod.com
NewInc Construtora,2023-11-29,Construction,Construction,Brazil,Goiás,Goiânia,Manufacturing,1-9,www.newinc.com.br
Chamberlaine Cleaning Services,2024-06-12,Facilities & cleaning services,Administrative & support services,United Kingdom,City of London,London,Service with Significant Environmental Footprint,50-249,www.chamberlaine.co.uk
ISIGNY SAINTE-MERE,2023-11-24,Agricultural Processing,"Agriculture, forestry & fishing",France,Normandy,ISIGNY-SUR-MER,Manufacturing,1000+,www.isigny-ste-mere.com
FourStars Social I.S. S.r.l.,2023-03-03,Employment placement & HR,Administrative & support services,Italy,Lombardy,Milano,Service,10-49,www.4stars-social.it
PMG ITALIA SPA,2022-08-18,"Other professional, scientific & tech",Professional & technical services,Italy,Metropolitan City of Milan,Milano,Service with Significant Environmental Footprint,50-249,www.pmg-italia.it
Create and adapt limited,2023-11-29,Management consultant - for-profits,Professional & technical services,United Kingdom,City of Bristol,Bristol,Service,10-49,https://www.canda.io/
Red-Inc,2024-08-12,Paper & paper products,Wholesale,United Kingdom,West Sussex,Littlehampton,Wholesale/Retail,1-9,www.red-inc.com
Tiba Tempeh,2024-05-17,Food products,Retail,United Kingdom,Northumberland,Newcastle Upon Tyne,Wholesale/Retail,1-9,https://tibatempeh.com/
Coopérative horticole Groupex,2024-05-30,Membership organizations,Other services,Canada,Quebec,Lévis,Service,10-49,https://www.groupex.coop/
SoLo Funds,2021-11-09,Mobile applications,"Information, communication & technology",United States,California,Los Angeles,Service,10-49,solofunds.com
SMILEV,2022-11-29,Apparel,Retail,France,Paris,"Fontenay-sous-Bois,",Wholesale/Retail,1-9,patine.fr
Principia Educação Tecnologia e Serviços,2021-03-05,Other credit - Emerging Markets,Financial & insurance activities,Brazil,São Paulo,São Paulo,Service,10-49,https://principia.net/
RX Architects,2024-06-05,Architecture design & planning,"Real estate, design & building",United Kingdom,East Sussex,Rye,Service,10-49,https://www.rxarchitects.com/
MOMO Kombucha,2022-04-21,Beverages,Manufactured Goods,United Kingdom,London,London,Manufacturing,1-9,www.momo-kombucha.com
BUSATTI SRL SOCIETA BENEFIT,2024-12-26,Textiles,Manufactured Goods,Italy,Tuscany,ANGHIARI,Manufacturing,10-49,www.busatti.com
Sokol Blosser Winery,2024-08-27,Growing perennial crops,"Agriculture, forestry & fishing",United States,Oregon,Dayton,Agriculture/Growers,10-49,www.sokolblosser.com
Farrow & Ball Ltd,2024-09-26,Other manufacturing,Manufactured Goods,United Kingdom,Dorset,Wimborne,Manufacturing,250-999,www.farrow-ball.com
KplusV B.V.,2022-09-14,Management consultant - nonprofits,Professional & technical services,Netherlands The,Gelderland,Arnhem,Service,50-249,www.kplusv.nl
The Appliance Recycling Group,2024-06-18,Computers & electronics,Wholesale,United Kingdom,United Kingdom,Dudley,Wholesale/Retail,10-49,www.theappliancerecyclinggroup.com
Re_Set,2024-05-23,Management consultant - for-profits,Professional & technical services,United Kingdom,City of London,London,Service,1-9,thisisreset.com
LunarLab Benefit LLC,2023-11-23,"Other professional, scientific & tech",Professional & technical services,United States,Alabama,Birmingham,Service,0,www.lunarlab.io
Straight Up Bookkeeping,2023-11-24,Accounting & auditing,Professional & technical services,Australia,New South Wales,Casuarina,Service,1-9,www.straightupbookkeeping.com.au
By Sarah,2022-02-18,Personal care products,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,0,www.bysarahlondon.com
enuf,2022-03-16,Other education,Education,Canada,Quebec,Brossard,Service,0,enufcanada.ca
Bibo Brands,2024-05-23,Sports goods,Wholesale,Belgium,Limburg,hasselt,Wholesale/Retail,10-49,www.kambukka.com
Aldea Coffee,2023-11-29,Beverages,Manufactured Goods,United States,Michigan,Grand Haven,Manufacturing,10-49,aldeacoffee.com
K7 Music GmbH,2024-02-28,Printing & recorded media,Manufactured Goods,Germany,Berlin,Berlin,Manufacturing,10-49,www.k7.com
Applied Information Group,2024-05-15,Spec design (non-building),Professional & technical services,United Kingdom,City of London,London,Service,10-49,appliedinformation.group
Gonçalves Brasil,2022-02-23,Paper & paper products,Manufactured Goods,Brazil,São Paulo,Cajamar,Manufacturing,250-999,goncalves.com.br
Innersense Organic Beauty,2023-08-30,Personal care products,Wholesale,United States,California,Concord,Wholesale/Retail,10-49,innersensebeauty.com
REAL Solutions Group,2024-08-08,Other business support,Administrative & support services,United States,Oregon,Portland,Service,10-49,https://www.realsolutionsgroup.co/
Totem,2024-05-27,Management consultant - for-profits,Professional & technical services,United Kingdom,City of London,Shoreditch London,Service,0,www.totem-consulting.com
Qomon,2023-06-13,Software publishing and SaaS platforms,"Information, communication & technology",France,Île-de-France,Aulnay-sous-Bois,Service,10-49,qomon.com
Pura Aventura,2024-01-26,Travel agency & related,Administrative & support services,United Kingdom,East Sussex,Brighton,Service,10-49,www.pura-aventura.com
"Xiamen BeWave Sustainable Trading Co., Ltd.",2024-10-03,Apparel,Wholesale,China,Fujian,Xiamen,Wholesale/Retail,1-9,www.bewavetrading.com
KHOR Cosmetics,2023-05-02,Personal care products,Retail,Brazil,São Paulo,Itapevi,Wholesale/Retail,0,https://www.khorcosmetics.com
Hairjamm Pty Ltd,2021-08-13,Pharmaceutical products,Wholesale,Australia,Queensland,Brisbane,Wholesale/Retail,10-49,hairjamm.com
Stress Matters,2025-01-02,Other human health,Human health & social work,United Kingdom,Kent,Margate,Service,1-9,www.stressmatters.org.uk
Olistic Research Lab,2024-10-11,Personal care products,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,50-249,www.olisticscience.com
One Stone Asia Pacific,2022-08-19,Environmental consulting,Professional & technical services,Australia,New South Wales,Sydney,Service,0,www.onestoneadvisors.com.au
ELVIS,2022-06-22,Other info service activities,"Information, communication & technology",United Kingdom,City of Westminster,London,Service,50-249,www.elvislondon.com
Thread Creative,2024-01-26,Advertising & market research,Professional & technical services,United States,Oregon,Portland,Service,10-49,www.threadcreative.com
QLE,2025-02-20,Personal care products,Retail,United States,Georgia,Atlanta,Wholesale/Retail,1-9,www.qlelife.com
HM3 Legal,2024-05-24,Legal activities,Professional & technical services,United Kingdom,Cheshire West and Chester,Chester,Service,50-249,https://hm3.legal/
Considerate Group,2024-02-28,Environmental consulting,Professional & technical services,United Kingdom,City of Westminster,London,Service,10-49,www.considerategroup.com
Scamp & Dude,2023-12-06,Apparel,Retail,United Kingdom,Buckinghamshire,Marlow,Wholesale/Retail,10-49,www.scampanddude.com
Project Merchandise,2022-04-18,Other retail sale,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,https://www.projectmerchandise.com
Form Property,2024-05-17,Management consultant - for-profits,Professional & technical services,United Kingdom,Manchester,Manchester,Service with Significant Environmental Footprint,10-49,https://www.formproperty.co.uk/
Locus Bank,2023-05-08,Deposit bank - Developed Markets,Financial & insurance activities,United States,Virginia,Richmond,Service,50-249,locusimpact.org
Koos,2023-02-16,"Other professional, scientific & tech",Professional & technical services,Netherlands The,North Holland,Amsterdam,Service,10-49,www.koos.agency
Liquid Blue,2024-06-01,Arts & entertainment,"Arts, entertainment & recreation",United States,California,San Diego,Service with Significant Environmental Footprint,0,liquid-blue.com
GreenLight Engineering Group Limited,2024-05-27,Other install & construction,"Real estate, design & building",United Kingdom,London Borough of Merton,London,Service with Significant Environmental Footprint,10-49,www.green-light.co.uk
Euro Caps Holding BV,2024-05-03,Beverages,Manufactured Goods,Netherlands The,South Holland,Rotterdam,Manufacturing,250-999,euro-caps.nl
Studio Knight Stokoe Ltd,2024-04-11,Architecture design & planning,"Real estate, design & building",United Kingdom,Wiltshire,Corsham,Service,0,www.knightstokoe.co.uk
OpenAirlines,2024-09-19,Software publishing and SaaS platforms,"Information, communication & technology",France,Occitania,Toulouse,Service,50-249,www.openairlines.com
Quintessa,2024-06-17,Management consultant - for-profits,Professional & technical services,Brazil,São Paulo,São Paulo,Service,10-49,quintessa.org.br
Vagabond Tours Ltd,2024-07-01,Other personal services,Other services,Ireland,County Wicklow,Newtownmountkennedy,Service with Significant Environmental Footprint,10-49,vagabondtoursofireland.com
Nice Group (SW) LTD,2024-05-16,Web portals,"Information, communication & technology",United Kingdom,Devon,Totnes,Service,10-49,https://nicegroup.io/
Novamont,2024-02-28,Chemicals & chemical products,Manufactured Goods,Italy,Piedmont,Novara,Manufacturing,250-999,www.novamont.com
Powerling,2023-07-03,Data processing & hosting,"Information, communication & technology",France,Nord-Pas-de-Calais,Lille,Service,10-49,www.powerling.com
ChangeLab,2022-11-24,Management consultant - for-profits,Professional & technical services,Colombia,Cundinamarca Department,Bogotá,Service,10-49,www.change-lab.la
Synergie,2024-05-26,Management consultant - for-profits,Professional & technical services,Netherlands The,Utrecht,Utrecht,Service,1-9,www.synergie.nl
The Legacy Foundation,2024-10-18,Investment advising,Financial & insurance activities,United States,Virginia,Charlottesville,Service,1-9,yourlegacyfoundation.com
De Bonte Koe,2024-06-26,Food products,Manufactured Goods,Netherlands The,South Holland,Schiedam,Manufacturing,10-49,www.debontekoe.nl
B1G1,2024-12-03,Membership organizations,Other services,Singapore,Central Singapore Community Development Council,Singapore,Service,1-9,www.b1g1.com
Buenaparte,2024-08-28,Other info service activities,"Information, communication & technology",Netherlands The,Groningen,Groningen,Service,1-9,https://buenaparte.nl/
Rice Fergus Miller,2023-12-05,Architecture design & planning,"Real estate, design & building",United States,Washington,Bremerton,Service,50-249,www.rfmarch.com
Kester Black,2024-05-23,Personal care products,Wholesale,Australia,Victoria,Altona North,Wholesale/Retail,1-9,kesterblack.com
"Workshop Architects, Inc.",2023-12-27,Architecture design & planning,"Real estate, design & building",United States,Wisconsin,Milwaukee,Service,10-49,www.workshoparchitects.com
Semper Hopkins Upholstery and Interiors ltd,2024-09-15,Other personal services,Other services,United Kingdom,Cheshire East,Stoke-on-Trent,Service with Significant Environmental Footprint,0,https://shupholstery.co.uk/
Luminary,2024-12-10,Computer programming services,"Information, communication & technology",Australia,Victoria,Melbourne,Service,50-249,Luminary.com
CARBONO3 LLC,2024-09-24,Management consultant - for-profits,Professional & technical services,Puerto Rico,San Juan,SAN JUAN,Service,1-9,https://carbono3.com/
127 Energy,2024-08-27,Solar panel installation,Energy,United States,California,Napa,Service,1-9,www.127energy.com
ORGAN&CO AMENITIES,2024-07-31,Personal care products,Wholesale,Argentina,Autonomous City Of Buenos Aires,CABA,Wholesale/Retail,1-9,https://www.organyco.com.ar/
BRÂAM,2023-12-05,Other/general wholesale trade,Wholesale,France,Île-de-France,Paris,Wholesale/Retail,10-49,atelierbraam.com
Stoane Lighting,2024-11-14,Electrical equipment,Manufactured Goods,United Kingdom,Scotland,Edinburgh,Manufacturing,50-249,www.stoanelighting.com
The Gap 2014 Ltd,2023-12-05,Management consultant - for-profits,Professional & technical services,New Zealand,Bay of Plenty Region,Mount Maunganui,Service,10-49,https://www.thegaphq.com/
Bed Intentions,2023-12-05,Personal care products,Retail,Australia,Victoria,Surrey Hills,Wholesale/Retail,1-9,www.bedintentions.com
Holy Home,2023-10-07,Other retail sale,Retail,Paraguay,Central Department,Asunción,Wholesale/Retail,0,www.holyhome.com.py
artico,2023-12-05,Apparel,Retail,Japan,Tokyo,Taito-ku,Wholesale/Retail,1-9,https://www.artico.co.jp/
Nostics,2023-11-28,Diagnostic services,Human health & social work,Netherlands The,North Holland,Amsterdam,Service,10-49,www.nostics.com
Beyond Green,2021-11-16,Environmental consulting,Professional & technical services,United Kingdom,Scotland,Edinburgh,Service,1-9,beyond-green.com
BX Technologies Limited,2023-06-19,Other info service activities,"Information, communication & technology",United Kingdom,City of London,London,Service,10-49,https://www.bx.tech/
Sebanella Reciclagem de Gesso,2024-05-26,Materials recovery & recycling,Waste Management & Recycling,Brazil,Rio Grande do Sul,Canoas,Manufacturing,10-49,www.sebanella.com.br
Almaciguera Consultora,2024-07-09,Management consultant - for-profits,Professional & technical services,Chile,Los Lagos Region,Puerto Varas,Service,1-9,www.almaciguera.com
No Brainer Agency,2023-12-05,Advertising & market research,Professional & technical services,United Kingdom,Warrington,Warrington,Service,10-49,www.nobraineragency.com
Medik8 Ltd,2023-12-05,Personal care products,Manufactured Goods,United Kingdom,Hertfordshire,"Elstree, Borehamwood",Manufacturing,50-249,https://www.medik8.com/
Whale Seeker,2024-10-17,Other personal services,Other services,Canada,Quebec,Montreal,Service,1-9,www.whaleseeker.com
Shine,2023-12-05,Other financial services,Financial & insurance activities,France,Île-de-France,PARIS,Service,50-249,www.shine.fr
EMAPTA,2024-11-14,"Other professional, scientific & tech",Professional & technical services,Philippines,Metro Manila,Makati,Service,1000+,https://emapta.com/
ANDBACK COFFEE,2024-05-15,Food products,Wholesale,Canada,Ontario,Toronto,Wholesale/Retail,0,andback.com
Axial,2024-06-04,Spec design (non-building),Professional & technical services,Canada,Quebec,Sherbrooke,Service,10-49,goaxial.com
Aubin & Wills,2025-03-20,Apparel,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,https://aubinandwills.com/
KleanDrive Ltd,2023-12-13,Other renewable energy installation,Energy,United Kingdom,Essex,Maldon,Service with Significant Environmental Footprint,1-9,Kleandrive.earth
Being,2022-12-14,Real estate development,"Real estate, design & building",Netherlands The,North Holland,Amsterdam,Service,10-49,www.being.nl
Move Forward Counseling,2025-03-26,Non-residential social work,Human health & social work,United States,Pennsylvania,Lancaster,Service,50-249,moveforwardpa.com
Out of the Box Gifts,2023-12-06,Other/general wholesale trade,Wholesale,United Kingdom,Cheshire East,Plumley,Wholesale/Retail,0,www.outoftheboxgifts.co.uk
Cripps LLP,2023-12-01,Legal activities,Professional & technical services,United Kingdom,Kent,Tunbridge Wells,Service,250-999,www.cripps.co.uk
Mais Diversidade Consultoria e Treinamentos Ltda,2024-09-24,Management consultant - for-profits,Professional & technical services,Brazil,São Paulo,São Paulo,Service,10-49,www.maisdiversidade.com.br
All Good,2022-06-13,Personal care products,Retail,United States,California,Morro Bay,Wholesale/Retail,10-49,https://allgoodbodycare.com/
LSI Architects,2024-04-28,Architecture design & planning,"Real estate, design & building",United Kingdom,Norfolk,Norwich,Service,50-249,www.lsiarchitects.co.uk
Sheard Packaging,2024-05-02,Paper & paper products,Manufactured Goods,United Kingdom,Calderdale,Halifax,Manufacturing,50-249,https://sheard.co.uk/
TEM Holdco Pty Ltd,2023-12-05,Environmental consulting,Professional & technical services,Australia,Victoria,Abbotsford,Service,10-49,www.tem.com.au
PUR,2024-09-27,Environmental consulting,Professional & technical services,France,Île-de-France,PARIS,Service,50-249,www.pur.co
"Abacus Wealth Partners, LLC",2024-11-01,Investment advising,Financial & insurance activities,United States,California,Santa Monica,Service,50-249,www.abacuswealth.com/
Kri Skincare,2024-08-03,Personal care products,Manufactured Goods,United Kingdom,Essex,Brentwood,Manufacturing,0,kriskincare.com
Solar States,2022-12-01,Solar panel installation,Energy,United States,Pennsylvania,Philadelphia,Service with Significant Environmental Footprint,10-49,www.solar-states.com
Iniciativa Agronegócios,2023-12-01,Forestry & logging,"Agriculture, forestry & fishing",Brazil,São Paulo,São Paulo,Agriculture/Growers,1-9,http://iniciativaagro.com.br/
Sierra Leadership LLC,2022-04-12,Other business support,Administrative & support services,United States,California,San Mateo,Service,1-9,sierraleadership.com
RECYGLO COMPANY PTE LTD,2025-02-28,Environmental consulting,Professional & technical services,Singapore,Central Singapore Community Development Council,Singapore,Service with Significant Environmental Footprint,10-49,www.recyglo.com
Helico Studio,2024-10-04,Advertising & market research,Professional & technical services,United States,California,Fullerton,Service,0,www.helico.studio
Kelpi,2023-12-01,Scientific R&D,Professional & technical services,United Kingdom,City of Bristol,Bristol,Service,10-49,www.kelpi.net
Heyne Tillett Steel,2023-12-03,Architecture design & planning,"Real estate, design & building",United Kingdom,London Borough of Hackney,London,Service,50-249,hts.uk.com
NutraTea,2024-03-25,Beverages,Wholesale,United Kingdom,Hertfordshire,Hemel Hempstead,Wholesale/Retail,1-9,nutratea.co.uk
Kjær & Sommerfeldt A/S,2023-12-03,Beverages,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,50-249,https://www.kjaersommerfeldt.dk/
Better Brands,2023-12-12,Other business support,Administrative & support services,Chile,Santiago Metropolitan Region,Santiago,Service,0,www.betterbrands.cl
Boma Jewelry,2021-07-08,Other retail sale,Retail,United States,Washington,Seattle,Wholesale/Retail,10-49,www.bomajewelry.com
Navas Drinks Ltd,2024-05-28,Beverages,Wholesale,United Kingdom,Cornwall,Truro,Wholesale/Retail,1-9,https://www.navasdrinks.com/
Esse,2024-06-05,Apparel,Retail,Singapore,South East Community Development Council,Singapore,Wholesale/Retail,1-9,www.essethelabel.com
Clearer Collective,2023-11-30,"Other professional, scientific & tech",Professional & technical services,United States,New York,Hudson,Service,0,www.clearercollective.com
Lead Agency,2024-07-10,Management consultant - for-profits,Professional & technical services,Denmark,Capital Region of Denmark,Copenhagen,Service,10-49,www.leadagency.dk
Oakland International Ltd,2023-11-30,Transportation support,Transportation & storage,United Kingdom,Worcestershire,Redditch,Service with Significant Environmental Footprint,250-999,www.oakland-international.com
Vertaalbureau Perfect,2024-10-03,Other info service activities,"Information, communication & technology",Netherlands The,Overijssel,Enschede,Service,10-49,www.vertaalbureau-perfect.nl
Virutex Ilko,2022-04-12,Cleaning products,Manufactured Goods,Chile,Santiago Metropolitan Region,santiago,Manufacturing,250-999,www.virutexilko.com
Byway,2024-08-15,Other recreation,"Arts, entertainment & recreation",United Kingdom,London Borough of Hammersmith and Fulham,London,Service,10-49,byway.travel
Thinkshift Communications,2023-10-09,Other info service activities,"Information, communication & technology",United States,California,San Francisco,Service,1-9,thinkshiftcom.com
Probity Marketing Inc,2024-05-29,Advertising & market research,Professional & technical services,Canada,Quebec,Montreal,Service,0,https://probitymarketing.com/
Novared,2022-12-23,Materials recovery & recycling,Waste Management & Recycling,Ecuador,Guayas Province,Duran,Manufacturing,50-249,www.novared.com.ec
Camilla,2024-05-28,Apparel,Retail,Australia,New South Wales,Sydney,Wholesale/Retail,50-249,www.camilla.com.au
Alvéole,2022-02-14,Other personal services,Other services,Canada,Quebec,Montreal,Wholesale/Retail,50-249,www.alveole.buzz
Aromatherapy Associates,2024-06-04,Personal care products,Wholesale,United Kingdom,London Borough of Hounslow,Brentford,Wholesale/Retail,50-249,www.aromatherapyassociates.com
BWD Strategic,2025-01-22,Advertising & market research,Professional & technical services,Australia,New South Wales,Sydney,Service,10-49,bwdstrategic.com
Mys Asset Management,2024-10-17,Real estate- fee/contract,"Real estate, design & building",United Kingdom,Edinburgh,Edinburgh,Service with Significant Environmental Footprint,1-9,https://wearemys.com
PIE Factory,2025-03-04,Advertising & market research,Professional & technical services,United Kingdom,London Borough of Hounslow,London,Service,1-9,https://www.wearepie.com/
Tiny Explorer Apparel Limited,2023-12-12,Apparel,Retail,United Kingdom,Leicestershire,Ravenstone,Wholesale/Retail,1-9,www.toastiekids.com
Harch Inc.,2023-04-18,Web portals,"Information, communication & technology",Japan,Tokyo,Chuo-ku,Service,10-49,harch.jp
Icma Srl SB,2024-05-29,Paper & paper products,Manufactured Goods,Italy,Lombardy,Mandello del Lario,Manufacturing,10-49,www.icma.it
Dovetail Consulting Ltd,2023-12-12,"Other professional, scientific & tech",Professional & technical services,New Zealand,Auckland Region,Auckland,Service,1-9,www.dovetailnz.com
Verdeagua,2024-10-29,Mixed Farming,"Agriculture, forestry & fishing",Argentina,Buenos Aires Province,Quilmes,Manufacturing,1-9,https://www.verdeagua.com.ar/
De Raíz Chile,2025-04-10,Materials recovery & recycling,Waste Management & Recycling,Chile,Santiago Metropolitan Region,Santiago,Manufacturing,10-49,www.deraizchile.cl
Bloom Communications,2022-07-07,Advertising & market research,Professional & technical services,United States,Texas,Austin,Service,10-49,bloomcommunications.com
MISHA'S INC,2024-05-29,Agricultural Processing,"Agriculture, forestry & fishing",United States,California,Los Angeles,Agriculture/Growers,1-9,www.lovemishas.com
Lorica Partners Pty Ltd,2022-12-20,Investment advising,Financial & insurance activities,Australia,New South Wales,Sydney,Service,10-49,www.loricapartners.com.au
Helios,2024-05-31,Other financial services,Financial & insurance activities,France,Île-de-France,Paris,Service,10-49,https://www.helios.do/
RatoRói Moda e Design,2022-09-27,Materials recovery & recycling,Waste Management & Recycling,Brazil,Santa Catarina,Jaraguá do Sul,Manufacturing,1-9,ratoroi.com.br/design
"Seafood Legacy Co., Ltd.",2025-03-10,Environmental consulting,Professional & technical services,Japan,Tokyo,Chuo-ku,Service,10-49,https://seafoodlegacy.com/en
Synlait Milk Limited,2023-12-12,Food products,Manufactured Goods,New Zealand,Canterbury Region,Rakaia,Manufacturing,1000+,www.synlait.com
Matthew Cox Limited,2024-06-04,Furniture,Manufactured Goods,United Kingdom,Lincolnshire,Stamford,Manufacturing,10-49,matthewcox.com
Red Dot Studio,2024-06-04,"Other professional, scientific & tech",Professional & technical services,United Kingdom,United Kingdom,London,Service,1-9,https://reddotstudio.co.uk
Naïf Good Care,2023-12-12,Personal care products,Wholesale,Netherlands The,South Holland,The Hague,Wholesale/Retail,10-49,www.naifcare.com
Modern Energy,2024-07-09,Other renewable energy installation,Energy,United States,North Carolina,Durham,Service,50-249,www.modern.energy
Inspired Cycle Engineering,2024-04-25,Machinery & equipment,Manufactured Goods,United Kingdom,Cornwall,Falmouth,Manufacturing,10-49,https://www.icetrikes.co/
Danone North America,2024-09-19,Other manufacturing,Manufactured Goods,United States,New York,White Plains,Manufacturing,1000+,www.danonenorthamerica.com
A Beautiful Green,2021-11-30,Management consultant - for-profits,Professional & technical services,Luxembourg,Canton of Luxembourg,Luxembourg,Service,1-9,abeautifulgreen.com
TexTale,2025-02-12,Apparel,Manufactured Goods,China,Guangdong,Guangzhou,Manufacturing,50-249,https://www.textale.tech/
Birdsmouth Design-Build,2024-08-13,Design & building,"Real estate, design & building",United States,Oregon,Portland,Service with Significant Environmental Footprint,10-49,https://birdsmouthpdx.com/
LedWave / WE Super OOH,2024-04-11,Computers & electronics,Retail,Brazil,Goiás,Goiania,Wholesale/Retail,50-249,https://ledwave.com.br
Original Duckhead,2025-03-23,Apparel,Wholesale,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,1-9,https://originalduckhead.com/
FRACKING DESIGN,2025-02-27,Apparel,Wholesale,Argentina,Autonomous City Of Buenos Aires,Ciudad Autónoma de Buenos Aires,Wholesale/Retail,1-9,www.frackingdesign.com
Eurotherm SpA SB,2024-12-11,Other install & construction,"Real estate, design & building",Italy,South Tyrol,Frangarto,Service with Significant Environmental Footprint,50-249,https://www.eurotherm.info/it/it/
Les Commis,2024-05-30,Food products,Wholesale,France,Île-de-France,Gennevilliers,Wholesale/Retail,10-49,lescommis.com
Seen Studios,2024-05-30,Spec design (non-building),Professional & technical services,United Kingdom,London Borough of Hackney,London,Service,10-49,https://seen-studios.com/
Dytan Health On-line Sdn Bhd,2024-06-11,Call centres,Administrative & support services,Malaysia,Kuala Lumpur,Kuala Lumpur,Service,50-249,asiahol.com
Pekin Hardy Strauss Wealth Management,2024-06-04,Investment advising,Financial & insurance activities,United States,Illinois,Chicago,Service,10-49,www.pekinhardy.com
Periscope,2022-02-11,Landscape services,Administrative & support services,United Kingdom,London Borough of Hackney,London,Service,1-9,periscope.uk
Proud Source Water,2024-09-17,Beverages,Manufactured Goods,United States,Idaho,Boise,Manufacturing,50-249,www.proudsourcewater.com
Wilderness Patagonia - Travel Company,2024-06-13,Other recreation,"Arts, entertainment & recreation",Argentina,Río Negro Province,San Carlos de Bariloche,Service with Significant Environmental Footprint,1-9,https://wildernesspatagonia.com/
Square One Law,2024-06-04,Legal activities,Professional & technical services,United Kingdom,Newcastle upon Tyne,Newcastle upon Tyne,Service,50-249,www.squareonelaw.com
Emeyu Tea,2022-01-06,Food products,Wholesale,Denmark,North Denmark Region,Charlottenlund,Wholesale/Retail,0,www.emeyu.com
Mei Loci,2024-05-21,"Other professional, scientific & tech",Professional & technical services,United Kingdom,Cornwall,Truro,Service,10-49,https://meiloci.co.uk
Alcubo,2024-06-12,Advertising & market research,Professional & technical services,Colombia,Antioquia Department,MEDELLIN,Service with Significant Environmental Footprint,10-49,WWW.ALCUBO.COM.CO
Blueair,2023-03-28,Electrical equipment,Wholesale,Sweden,Stockholm County,Stockholm,Wholesale/Retail,50-249,www.blueair.com
Lead Powerful Impact Ltd.,2023-07-18,Management consultant - for-profits,Professional & technical services,United Kingdom,Glasgow,Glasgow,Service,0,www.leadpowerfulimpact.com
Little Soap Company,2024-02-23,Personal care products,Wholesale,United Kingdom,England,Worcestershire,Wholesale/Retail,10-49,www.littlesoapcompany.co.uk
Better Packaging Co,2024-07-31,Other/general wholesale trade,Wholesale,New Zealand,Auckland Region,Auckland,Wholesale/Retail,10-49,www.betterpackaging.com
Liqueo,2024-07-08,Management consultant - for-profits,Professional & technical services,United Kingdom,England,London,Service,50-249,https://liqueo.com/
SW Brands Limited,2024-02-07,Intellectual property leasing ex-copyrighted,Administrative & support services,United Kingdom,City of Westminster,London,Service,1-9,southwestbrands.co
SEGALE,2024-02-23,Personal care products,Retail,Peru,Lima,La Molina,Wholesale/Retail,1-9,www.mossi.pe
Sherrington Associates,2023-12-25,Management consultant - for-profits,Professional & technical services,United Kingdom,Cheshire West and Chester,Chester,Service,1-9,www.sherringtonassociates.co.uk
Danone ELN Greater China,2024-10-10,Food products,Manufactured Goods,China,Shanghai,Shanghai,Manufacturing,1000+,www.danone.com.cn/brands/early-life-nutrition.html
Adina Cosmetic Ingredients,2024-05-31,Personal care products,Wholesale,United Kingdom,Kent,Tunbridge Wells,Wholesale/Retail,10-49,www.cosmeticingredients.co.uk
Be the Change Group,2021-11-22,Other personal services,Other services,Canada,British Columbia,Vancouver,Service,10-49,bethechangegroup.com
"AE Agribiologicals, S.L.U.",2021-02-23,Agricultural Processing,"Agriculture, forestry & fishing",Spain,Madrid,Alcobendas,Manufacturing,50-249,www.algaenergy.com
Buplasa S.A.,2024-07-23,Rubber & plastics products,Manufactured Goods,Argentina,Buenos Aires Province,Pilar,Manufacturing,10-49,www.buplasa.com
"Capricorn Investment Group, LLC",2023-12-09,Investment advising,Financial & insurance activities,United States,California,Palo Alto,Service,10-49,www.capricornllc.com
"New Belgium Brewing Co, Inc.",2022-07-01,Beverages,Manufactured Goods,United States,Colorado,Fort Collins,Manufacturing,1000+,www.newbelgium.com
LDN Apprenticeships,2022-06-24,Education & training services,Education,United Kingdom,London,London,Service,10-49,www.ldnapprenticeships.com
HYGINOVA,2025-03-11,Chemicals & chemical products,Manufactured Goods,Hong Kong S.A.R.,Wong Tai Sin,San Po Kong,Manufacturing,1-9,hyginova.com
Solios Watches,2024-07-31,Jewelry & related articles,Retail,Canada,Quebec,Montreal,Wholesale/Retail,10-49,www.solioswatches.com
Avancargo,2024-12-09,"Other professional, scientific & tech",Professional & technical services,Argentina,Autonomous City Of Buenos Aires,Buenos Aires,Service,10-49,www.avancargo.com
ThreeSixtyEight,2024-03-22,Advertising & market research,Professional & technical services,United States,Louisiana,Baton Rouge,Service,10-49,https://threesixtyeight.com/
Calyxia,2024-05-31,Chemicals & chemical products,Manufactured Goods,France,Île-de-France,Bonneuil/Marne,Manufacturing,50-249,Calyxia.com
