company_name,date_certified,industry,industry_category,country,state,city,sector,size,website
Thalus,2024-02-19,Beverages,Retail,Luxembourg,Luxembourg District,Luxembourg,Wholesale/Retail,0,www.thalus.lu
Leogant GmbH,2023-05-24,Other retail sale,Retail,Germany,Berlin,Berlin,Wholesale/Retail,1-9,www.leogant.com
SUITSUIT International BV,2024-07-25,Other retail sale,Retail,Netherlands The,Utrecht,Soest,Wholesale/Retail,10-49,https://www.suitsuit.com
Simba Sleep,2023-02-08,Furniture,Retail,United Kingdom,England,Bristol,Wholesale/Retail,50-249,simbasleep.com
Everpress,2022-07-21,Apparel,Retail,United Kingdom,London,London,Wholesale/Retail,10-49,everpress.com
Vaela Limited,2023-08-15,Apparel,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,0,www.vaela.cc
Cape Cove LTD,2024-05-09,Apparel,Retail,United Kingdom,United Kingdom,Henley on Thames,Wholesale/Retail,1-9,www.cape-cove.com
Amrita Nutrition Ltd,2023-08-07,Food products,Retail,United Kingdom,Sheffield,Sheffield,Wholesale/Retail,10-49,www.amritanutrition.co.uk
Powder Bowl Trading Ltd,2024-05-30,Food products,Retail,United Kingdom,City of Westminster,London,Wholesale/Retail,10-49,www.bolfoods.com
La Rosée,2024-10-10,Personal care products,Retail,France,Rhône-Alpes,LYON,Wholesale/Retail,50-249,https://www.larosee-cosmetiques.com/
Happy Ears AB,2025-03-14,Personal care products,Retail,Sweden,Skåne County,Malmo,Wholesale/Retail,1-9,www.happyearsearplugs.com
ZO Clean Planet BV,2024-07-08,Cleaning products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,https://zoschoon.nl
Cornish Gems,2024-01-07,Accommodation,Accommodation & food service,United Kingdom,Cornwall,Truro,Service with Significant Environmental Footprint,50-249,www.cornishgems.com
Acne Studios AB,2024-10-25,Apparel,Retail,Sweden,Stockholm County,Stockholm,Wholesale/Retail,250-999,www.acnestudios.com
N'GO SHOES,2024-11-27,Apparel,Retail,France,Pays de la Loire,Nantes,Wholesale/Retail,1-9,ngo-shoes.com/fr
Bodywise (UK) Ltd,2024-11-19,Personal care products,Retail,United Kingdom,South Gloucestershire,Bristol,Wholesale/Retail,10-49,natracare.com
Jardin Living ltd,2023-11-19,Apparel,Retail,United Kingdom,England,Chester,Wholesale/Retail,0,www.rationl.co.uk
happybrush,2024-05-20,Personal care products,Retail,Germany,Bavaria,Munich,Wholesale/Retail,10-49,www.happybrush.de
Boekenbalie BV,2024-08-30,Books or other media,Retail,Netherlands The,South Holland,Rotterdam,Wholesale/Retail,10-49,www.boekenbalie.nl
Looff BV,2025-04-16,General retail via Internet,Retail,Netherlands The,North Brabant,Tilburg,Wholesale/Retail,10-49,https://www.looff.nl/nl/
Nudea LTD,2025-02-14,General retail via Internet,Retail,United Kingdom,Buckinghamshire,Little Marlow,Wholesale/Retail,1-9,www.nudea.com
ProCook,2022-09-30,Other retail sale,Retail,United Kingdom,Gloucestershire,Gloucester,Wholesale/Retail,250-999,www.procook.co.uk
Gili's,2024-02-02,Apparel,Retail,France,Paris,Paris,Wholesale/Retail,10-49,www.gilis.com
Circle Sportswear,2024-03-17,Apparel,Retail,France,Île-de-France,Paris,Wholesale/Retail,10-49,https://www.circlesportswear.com/
Candy Kittens,2022-10-07,Food products,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,www.candykittens.co.uk
Tiba Tempeh,2024-05-17,Food products,Retail,United Kingdom,Northumberland,Newcastle Upon Tyne,Wholesale/Retail,1-9,https://tibatempeh.com/
SMILEV,2022-11-29,Apparel,Retail,France,Paris,"Fontenay-sous-Bois,",Wholesale/Retail,1-9,patine.fr
By Sarah,2022-02-18,Personal care products,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,0,www.bysarahlondon.com
Stress Matters,2025-01-02,Other human health,Human health & social work,United Kingdom,Kent,Margate,Service,1-9,www.stressmatters.org.uk
Olistic Research Lab,2024-10-11,Personal care products,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,50-249,www.olisticscience.com
Scamp & Dude,2023-12-06,Apparel,Retail,United Kingdom,Buckinghamshire,Marlow,Wholesale/Retail,10-49,www.scampanddude.com
Project Merchandise,2022-04-18,Other retail sale,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,https://www.projectmerchandise.com
Nostics,2023-11-28,Diagnostic services,Human health & social work,Netherlands The,North Holland,Amsterdam,Service,10-49,www.nostics.com
Aubin & Wills,2025-03-20,Apparel,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,https://aubinandwills.com/
Kjær & Sommerfeldt A/S,2023-12-03,Beverages,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,50-249,https://www.kjaersommerfeldt.dk/
Tiny Explorer Apparel Limited,2023-12-12,Apparel,Retail,United Kingdom,Leicestershire,Ravenstone,Wholesale/Retail,1-9,www.toastiekids.com
Wilson Vale Catering,2025-01-15,Event catering & related,Accommodation & food service,United Kingdom,Leicestershire,AShby de la Zouch,Service with Significant Environmental Footprint,250-999,wilsonvale.co.uk
HYLO ATHLETICS LIMITED,2022-04-25,Apparel,Retail,United Kingdom,London,London,Wholesale/Retail,10-49,hyloathletics.com
BEEN,2024-12-11,Leather & related products,Retail,United Kingdom,London Borough of Tower Hamlets,London,Wholesale/Retail,1-9,https://been.london/
Tom's Trunks,2024-05-19,General retail via Internet,Retail,United Kingdom,Cambridgeshire,Royston,Wholesale/Retail,1-9,https://tomstrunks.com/
FatFace Limited,2024-09-06,Apparel,Retail,United Kingdom,Hampshire,Havant,Wholesale/Retail,1000+,www.fatface.com
Sykes Cottages Ltd,2023-05-05,Accommodation,Accommodation & food service,United Kingdom,Cheshire West and Chester,Chester,Service with Significant Environmental Footprint,250-999,www.sykescottages.co.uk
Etta Loves Ltd,2024-05-29,Other retail sale,Retail,United Kingdom,Essex,Leigh on Sea,Wholesale/Retail,1-9,www.ettaloves.com
Oddbox,2023-12-19,Food products,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,50-249,www.oddbox.co.uk
COFFEE PARIS,2024-06-05,Beverage serving & bars,Accommodation & food service,France,Paris,PARIS,Service with Significant Environmental Footprint,10-49,www.white-coffee.com
Leev.nu BV,2024-09-27,Food products,Retail,Netherlands The,North Brabant,Werkendam,Wholesale/Retail,1-9,www.leev.nu
Vivent SA,2021-12-17,Other retail sale,Retail,Switzerland,Canton of Vaud,Gland,Wholesale/Retail,10-49,www.vivent-biosignals.com
The Cambridge,2024-07-03,Beverage serving & bars,Accommodation & food service,France,Île-de-France,Paris,Service with Significant Environmental Footprint,1-9,www.thecambridge.paris
Café du Cycliste,2024-07-24,Apparel,Retail,France,Provence-Alpes-Côte d'Azur,Nice,Wholesale/Retail,10-49,https://www.cafeducycliste.com
SquareNuts,2024-07-29,Textiles,Retail,Belgium,Brussels-Capital Region,Brussels,Wholesale/Retail,10-49,https://www.squarenuts.be/
Panino Giusto SpA Società Benefit,2023-12-21,Food products,Retail,Italy,Metropolitan City of Milan,Milano,Wholesale/Retail,250-999,www.paninogiusto.it
Beechurst Serviced Apartments,2023-12-18,Accommodation,Accommodation & food service,United Kingdom,Gloucestershire,Cheltenham,Service with Significant Environmental Footprint,1-9,www.beechurstservicedapartments.co.uk
Happily Srl SB,2024-06-24,Technology-based support services,Human health & social work,Italy,Liguria,Genova,Service,10-49,https://happily-welfare.it/
Ocean Bottle,2024-07-05,Other retail sale,Retail,United Kingdom,City of Westminster,London,Wholesale/Retail,10-49,oceanbottle.co
Better Meetings,2025-03-15,Event catering & related,Accommodation & food service,Netherlands The,Utrecht,Austerlitz,Service with Significant Environmental Footprint,1-9,www.bettermeetings.nl
Special Bar Service,2024-05-28,Beverage serving & bars,Accommodation & food service,United Kingdom,Worcestershire,Worcestershire,Service with Significant Environmental Footprint,10-49,https://www.specialbarservice.com/
Wild Clouds,2024-06-26,Apparel,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,0,www.wildclouds.com
MOOand BOOM,2024-01-16,Other retail sale,Retail,United Kingdom,Shropshire,Shropshire,Wholesale/Retail,1-9,www.mooandboom.com
Best Life Companions,2024-12-11,Home health care,Human health & social work,United Kingdom,South Gloucestershire,Chipping Sodbury,Service,1-9,https://www.bestlife.org.uk
Wrendale Designs,2024-06-19,Other retail sale,Retail,United Kingdom,North Lincolnshire,Brigg,Wholesale/Retail,50-249,www.wrendaledesigns.co.uk
Popcorn KItchen Ltd,2024-05-31,Food products,Retail,United Kingdom,Buckinghamshire,Woking,Wholesale/Retail,0,www.popcornkitchen.co.uk
Trendsplant,2021-11-23,Apparel,Retail,Spain,Alicante,Alicante,Wholesale/Retail,1-9,www.trendsplant.com
Secret Linen Store,2023-06-02,Textiles,Retail,United Kingdom,England,Bognor Regis,Wholesale/Retail,10-49,www.secretlinenstore.com
Teals,2024-01-09,Food products,Retail,United Kingdom,Somerset,South Cadbury,Wholesale/Retail,10-49,www.teals.co.uk
Homethings,2025-01-14,Cleaning products,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,1-9,gethomethings.com
Mirazur,2024-07-01,Restaurants & food service,Accommodation & food service,France,Provence-Alpes-Côte d'Azur,Menton,Service with Significant Environmental Footprint,50-249,https://www.mirazur.fr/
giffgaff,2022-12-22,Computers & electronics,Retail,United Kingdom,London Borough of Hillingdon,Uxbridge,Wholesale/Retail,50-249,www.giffgaff.com
Ysé l'impertinente,2024-07-01,Apparel,Retail,France,Paris,Paris,Wholesale/Retail,50-249,https://yse-paris.com/fr-fr
ON THE WILD SIDE,2024-01-22,Personal care products,Retail,France,Aquitaine,Bordeaux,Wholesale/Retail,1-9,onthewildsidecosmetics.com
Original Coffee,2024-07-14,Food products,Retail,Denmark,Capital Region of Denmark,København K,Wholesale/Retail,50-249,originalcoffee.dk
Barner Ventures,2024-09-12,Apparel,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,10-49,www.barnerbrand.com
Vivi srl Società Benefit,2022-04-21,Restaurants & food service,Accommodation & food service,Italy,Lazio,Roma,Service with Significant Environmental Footprint,10-49,www.vivi.it
Rigrun Ltd,2023-11-13,Other human health,Human health & social work,United Kingdom,Aberdeen,Aberdeen,Service,1-9,www.rigrun.co.uk
Shoorah Ltd,2024-08-29,Technology-based support services,Human health & social work,United Kingdom,Essex,Hornchurch,Service,1-9,https://shoorah.io
Big Potato Holdings Limited,2024-01-23,Games & toys,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.bigpotato.co.uk
THE ART PLEDGE,2024-01-29,General retail via Internet,Retail,France,Île-de-France,BESSANCOURT,Wholesale/Retail,1-9,https://www.theartpledge.org/
Sheedo,2024-09-19,Other retail sale,Retail,Spain,Madrid,MADRID,Wholesale/Retail,1-9,https://sheedostudio.com
MBH Global Ltd,2024-07-20,Computers & electronics,Retail,United Kingdom,Tameside,gtr manchester,Wholesale/Retail,10-49,www.mbhglobal.co.uk
reboxed,2022-04-07,Computers & electronics,Retail,United Kingdom,London Borough of Lambeth,Brixton,Wholesale/Retail,1-9,www.reboxed.co
SKANS,2024-02-13,Other retail sale,Retail,Denmark,Capital Region of Denmark,Copenhagen,Wholesale/Retail,0,www.skans.com
House of Baukjen (Izzie & Ollie ltd),2024-08-01,Apparel,Retail,United Kingdom,London Borough of Camden,"Chalk Farm, London",Wholesale/Retail,10-49,www.houseofbaukjen.com
Moo and Yoo,2024-10-24,Personal care products,Retail,United Kingdom,East Lothian,Dunbar,Wholesale/Retail,0,https://mooandyoo.com/
Skinflint Ltd,2021-12-14,Electrical equipment,Retail,United Kingdom,Cornwall,Penryn,Wholesale/Retail,1-9,www.skinflintdesign.com
Rude Health,2024-09-13,Food products,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,10-49,rudehealth.com
Houston & Hawkes Ltd,2022-06-29,Event catering & related,Accommodation & food service,United Kingdom,London Borough of Hillingdon,Stockley Park,Service with Significant Environmental Footprint,10-49,www.houstonandhawkes.com
The Cotswold Company (UK) Ltd,2024-12-11,Furniture,Retail,United Kingdom,Norfolk,Norwich,Wholesale/Retail,250-999,www.cotswoldco.com
Rituals Cosmetics,2025-01-08,Personal care products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1000+,www.rituals.com/en-nl/home
ØNSK ApS,2021-11-10,Beverages,Retail,Denmark,Capital Region of Denmark,Copenhagen N,Wholesale/Retail,1-9,www.onsk.dk
Wildling Shoes GmbH,2021-12-28,Apparel,Retail,Germany,North Rhine Westphalia,Gummersbach,Wholesale/Retail,50-249,www.wildling.shoes
Cortilia S.p.A. SB,2022-04-19,Food products,Retail,Italy,Lombardy,"Cassina de Pecchi, Milano",Wholesale/Retail,50-249,www.cortilia.it
HEIGHTS,2024-11-15,Personal care products,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.heights.com
LE CHEMISEUR,2024-06-24,Apparel,Retail,France,Paris,Paris,Wholesale/Retail,1-9,lechemiseur.fr
Ouihelp,2024-01-31,Residential elderly & disabled care,Human health & social work,France,Paris,Paris,Service,50-249,www.ouihelp.fr
THE SEASONS WHOLEFOODS LTD,2024-08-21,Food products,Retail,United Kingdom,East Sussex,Forest Row,Wholesale/Retail,10-49,seasonswholefoods.co.uk
Purpose Driven Foods Ltd,2024-08-09,Food products,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,1-9,www.purposedrivenfoods.com
Ace & Tate,2021-07-15,Other retail sale,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,250-999,aceandtate.com
Debuencafé,2024-08-12,Beverages,Retail,Spain,Madrid,Madrid,Wholesale/Retail,1-9,www.debuencafe.com
Shakeup Cosmetics,2024-02-16,Personal care products,Retail,United Kingdom,Bath and North East Somerset,Bath,Wholesale/Retail,1-9,www.shakeupcosmetics.com
Le Collectionist,2024-07-18,Accommodation,Accommodation & food service,France,Paris,Paris,Service,50-249,www.lecollectionist.com/en
Klyk,2021-12-17,Electrical equipment,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,1-9,helloklyk.com
Oliver Co. London,2024-12-02,Leather & related products,Retail,United Kingdom,City of London,London,Wholesale/Retail,0,www.olivercompanylondon.com
WildWash,2024-02-09,Personal care products,Retail,United Kingdom,Buckinghamshire,Amersham,Wholesale/Retail,1-9,www.wildwash.co.uk
Pineut,2024-07-24,Food products,Retail,Netherlands The,South Holland,Leiden,Wholesale/Retail,1-9,https://www.pineut.nl/en/
Jennifer Manners Design,2024-08-26,Textiles,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,1-9,https://jennifermanners.co.uk/
Coefahey Ltd.,2022-06-28,Sports goods,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,https://www.apidura.com/
Sapphire Holidays,2024-10-16,Accommodation,Accommodation & food service,United Kingdom,Cornwall,Hayle,Service,50-249,www.sapphireholidays.co.uk
One Aldwych,2024-09-16,Accommodation,Accommodation & food service,United Kingdom,City of Westminster,London,Service with Significant Environmental Footprint,50-249,www.onealdwych.com
Seasalt Holdings Limited,2024-07-31,Apparel,Retail,United Kingdom,Cornwall,Falmouth,Wholesale/Retail,250-999,https://www.seasaltcornwall.com/
2468 Group,2024-02-29,Beverages,Retail,Ireland,County Meath,Meath,Wholesale/Retail,50-249,https://www.2468group.com/
Aarstiderne A/S,2022-05-31,Food products,Retail,Denmark,Central Denmark Region,Barrit,Wholesale/Retail,250-999,www.aarstiderne.com
Everyone.org,2024-08-09,Pharmaceutical products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,10-49,www.everyone.org
Bingham Riverhouse,2024-08-22,Restaurants & food service,Accommodation & food service,United Kingdom,Surrey,Richmond,Service with Significant Environmental Footprint,50-249,www.binghamriverhouse.com
3Bears Foods GmbH,2022-07-15,Food products,Retail,Germany,Bavaria,Munich,Wholesale/Retail,10-49,www.3bears.de
Lily's Kitchen,2025-01-15,Food products,Retail,United Kingdom,London Borough of Camden,London,Wholesale/Retail,50-249,www.lilyskitchen.co.uk
This Is Silk,2023-10-05,Personal care products,Retail,United Kingdom,Gloucestershire,Cirencester,Wholesale/Retail,1-9,https://thisissilk.com
Techside Solutions,2024-01-15,Other retail sale,Retail,Spain,Madrid,Madrid,Wholesale/Retail,1-9,https://techsidesolutions.com/
SPRiNG Collective,2024-06-20,Cleaning products,Retail,France,Île-de-France,Paris,Wholesale/Retail,1-9,wespring.com
CAMIF MATELSOM,2023-09-25,General retail via Internet,Retail,France,Poitou-Charentes,Niort,Wholesale/Retail,50-249,www.camif.fr
Lavender Green Flowers,2025-01-22,Other retail sale,Retail,United Kingdom,Windsor and Maidenhead,Windsor,Wholesale/Retail,10-49,www.lavendergreen.co.uk
Bjorg et Compagnie,2019-12-09,Food products,Retail,France,Rhône-Alpes,ST GENIS LAVAL,Wholesale/Retail,250-999,https://www.bjorgetcompagnie.com/
Les Grappes,2023-04-07,Beverages,Retail,France,Paris,Paris,Wholesale/Retail,10-49,www.lesgrappes.com
"QIDA (Caring Well, S.L.)",2022-09-13,Home health care,Human health & social work,Spain,Ávila,Sabadell,Service,50-249,qida.es
Kuishi,2024-04-17,Other retail sale,Retail,United Kingdom,Cornwall,Falmouth,Wholesale/Retail,1-9,https://kuishi.com
Bedaffair,2022-07-07,Furniture,Retail,Netherlands The,North Holland,Heemstede,Wholesale/Retail,1-9,bedaffair.nl
smol,2023-12-19,Cleaning products,Retail,United Kingdom,Kent,Crawley,Wholesale/Retail,50-249,smolproducts.com
JP's Originals Limited,2025-02-05,Beverages,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,www.jpsoriginals.com
Plank Hardware,2023-02-02,Other retail sale,Retail,United Kingdom,United Kingdom,London,Wholesale/Retail,10-49,plankhardware.com
Baabuk Sarl,2024-10-24,Textiles,Retail,Switzerland,Canton of Vaud,Lausanne,Wholesale/Retail,1-9,www.baabuk.com
Living Italian Luxury SA,2022-03-28,Furniture,Retail,Switzerland,Ticino,Balerna,Wholesale/Retail,0,www.livingitalianluxury.com
FLOWERBX,2024-03-07,General retail via Internet,Retail,United Kingdom,London Borough of Ealing,London,Wholesale/Retail,50-249,https://www.flowerbx.com/
B&B Hotels España,2023-07-24,Accommodation,Accommodation & food service,Spain,Madrid,Madrid,Service with Significant Environmental Footprint,50-249,https://www.hotel-bb.com/en/es
Made by Brave Limited t/a Ancient + Brave,2021-12-03,Beverages,Retail,United Kingdom,East Sussex,Maresfield,Wholesale/Retail,1-9,www.ancientandbrave.earth
Ecoveritas S.A.,2022-02-18,Food products,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,250-999,www.ecoveritas.es
CWC - Copenhagen Watch Company,2022-08-30,Jewelry & related articles,Retail,Denmark,Copenhagen,København S,Wholesale/Retail,10-49,www.nordgreen.com
Cuvée Privée,2023-08-05,Beverages,Retail,France,Paris,Paris,Wholesale/Retail,10-49,https://www.cuvee-privee.com/
Costello Medical Consulting Ltd.,2022-05-27,Other human health,Human health & social work,United Kingdom,Cambridgeshire,Cambridge,Service,250-999,www.costellomedical.com
ELABORE,2022-08-09,Food products,Retail,France,Bretagne,Vannes,Wholesale/Retail,1-9,www.kanata.fr
BIRDIE CARE SERVICES LIMITED,2024-04-18,Residential elderly & disabled care,Human health & social work,United Kingdom,London Borough of Hammersmith and Fulham,London,Service,50-249,birdie.care
INASKA GmbH,2023-08-01,Textiles,Retail,Germany,Hamburg,Hamburg,Wholesale/Retail,1-9,www.inaska.com
Modern Milkman Ltd,2022-12-19,Food products,Retail,United Kingdom,Lancashire,Colne,Wholesale/Retail,50-249,themodernmilkman.co.uk
myTamarin (Tamarin Group LTD),2023-09-25,Other human health,Human health & social work,United Kingdom,City of London,London,Service,10-49,mytamarin.com
Envisage Dental,2023-01-09,Medical & dental practice,Human health & social work,United Kingdom,Hampshire,Basingstoke,Service with Significant Environmental Footprint,50-249,www.envisage-dental.co.uk
onegreenbottle ltd,2023-02-25,General retail via Internet,Retail,United Kingdom,West Sussex,Shoreham,Wholesale/Retail,1-9,https://www.onegreenbottle.com/
Creative Revolution Group Limited,2022-04-25,General retail via Internet,Retail,United Kingdom,Somerset,Bristol,Wholesale/Retail,10-49,www.warm-glass.co.uk
Ryzon GmbH,2025-02-12,Apparel,Retail,Germany,North Rhine-Westphalia,Cologne,Wholesale/Retail,10-49,www.ryzon.net
Mix,2024-11-28,Accommodation,Accommodation & food service,Belgium,Brussels-Capital Region,Bruxelles,Service with Significant Environmental Footprint,50-249,https://mix.brussels/
Hevea By Hoffihearts,2022-02-10,Rubber & plastics products,Retail,Denmark,Capital Region of Denmark,Dragoer,Wholesale/Retail,1-9,www.heveaplanet.com
Beeble Liquor Ltd,2023-03-13,Beverages,Retail,United Kingdom,Wiltshire,Malmesbury,Wholesale/Retail,1-9,www.beeble.buzz
DUVET HOG,2024-01-02,Textiles,Retail,United Kingdom,Surrey,GUILDFORD,Wholesale/Retail,0,https://duvethog.co.uk
eco action games,2022-07-27,Games & toys,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,0,ecoactiongames.org.uk
Pitod,2023-08-31,Apparel,Retail,United Kingdom,City of London,London,Wholesale/Retail,0,https://pitod.com
plnktn,2025-03-21,Food products,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,www.plnktn.com
Strong Roots,2025-03-07,Food products,Retail,Ireland,Leinster,Dublin,Wholesale/Retail,50-249,www.strongroots.com
The Thinking Traveller Ltd.,2023-08-14,Accommodation,Accommodation & food service,United Kingdom,London Borough of Tower Hamlets,London,Service,50-249,www.thethinkingtraveller.com
Daylesford Organic & Bamford,2023-03-24,Food products,Retail,United Kingdom,Gloucestershire,London,Wholesale/Retail,250-999,https://www.daylesford.com/discover/sustainability/b-corp-certified
OnHand,2024-01-17,Technology-based support services,Human health & social work,United Kingdom,Northumberland,Newcastle,Service,10-49,https://www.beonhand.co.uk/
OKA Direct Ltd,2023-05-30,Furniture,Retail,United Kingdom,Oxfordshire,Didcot,Wholesale/Retail,250-999,oka.com
HEAPS + STACKS LTD,2022-05-24,Event catering & related,Accommodation & food service,United Kingdom,England,London,Service with Significant Environmental Footprint,10-49,www.heaps-stacks.com
AllMatters,2022-12-23,Personal care products,Retail,Denmark,Region Zealand,Copenhagen,Wholesale/Retail,10-49,www.allmatters.com
Arduenna Spirit Company,2025-04-10,Beverages,Retail,Belgium,Luxembourg,6686 Bertogne,Wholesale/Retail,1-9,https://arduenna-gin.com/
Plant Meat Limited T/A THIS,2022-09-30,Food products,Retail,United Kingdom,London,London,Wholesale/Retail,10-49,www.this.co
Coalafied,2022-09-25,Books or other media,Retail,Netherlands The,Noord Holland,Amsterdam,Wholesale/Retail,0,koosdekoala.nl
Danone Waters Germany,2022-07-07,Beverages,Retail,Germany,Hesse,Frankfurt,Wholesale/Retail,50-249,www.danonewaters.de
Bramley Products Ltd,2024-10-24,Personal care products,Retail,United Kingdom,Wiltshire,Semley,Wholesale/Retail,10-49,www.bramleyproducts.co.uk
URBANAUTA,2023-05-19,Textiles,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,1-9,urbanautabarcelona.com/ca
Bellevie Care Ltd,2024-04-08,Home health care,Human health & social work,United Kingdom,Reading,Ruscombe,Service,10-49,https://www.belleviecare.co.uk/
STITCHES + STEEL,2023-12-04,Other retail sale,Retail,United Kingdom,Essex,Birch,Wholesale/Retail,1-9,stitchesandsteel.com
Fika Catering Co Ltd,2025-04-07,Event catering & related,Accommodation & food service,United Kingdom,City of London,London,Service with Significant Environmental Footprint,10-49,https://fikacatering.com
Navygrey,2023-05-15,Apparel,Retail,United Kingdom,London Borough of Wandsworth,London,Wholesale/Retail,1-9,www.navygrey.co
Twothirds SLU,2022-12-27,Textiles,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,10-49,www.twothirds.com
U+ Creative Concepts,2022-12-30,Other retail sale,Retail,Netherlands The,North Holland,Haarlem,Wholesale/Retail,1-9,uplusconcepts.nl
Teterum SL,2023-03-23,Beverages,Retail,Spain,Catalonia,Barcelona,Wholesale/Retail,0,www.teterum.es
De Bonne Facture,2022-08-30,Apparel,Retail,France,Île-de-France,Paris,Wholesale/Retail,1-9,debonnefacture.fr
Kimaï,2023-08-18,Jewelry & related articles,Retail,United Kingdom,London Borough of Islington,London,Wholesale/Retail,1-9,https://kimai.com/
eFarmz,2023-02-01,Food products,Retail,Belgium,Bruxelles capitale,Anderlecht,Wholesale/Retail,10-49,www.efarmz.be
Freed Foods Ltd,2022-11-11,Food products,Retail,United Kingdom,London Borough of Hackney,London,Wholesale/Retail,1-9,www.misterfreed.com
Maxilia Holding B.V.,2024-11-06,General retail via Internet,Retail,Netherlands The,Utrecht,Rhenen,Wholesale/Retail,50-249,www.maxilia.nl
Pepe Garden Furniture Limited,2025-03-14,Furniture,Retail,United Kingdom,Devon,Totnes,Wholesale/Retail,1-9,www.pepegarden.co.uk
KRIKET,2022-12-26,Food products,Retail,Belgium,Brussels-Capital Region,Brussels,Wholesale/Retail,0,kriket.be
Smyle,2023-04-26,General retail via Internet,Retail,Netherlands The,North Holland,Amsterdam,Wholesale/Retail,1-9,www.wesmyle.nl
Ideal Manufacturing Ltd t/a Fill Refill Co,2022-11-01,Cleaning products,Retail,United Kingdom,Northamptonshire,Wellingborough,Wholesale/Retail,10-49,www.fillrefill.co
Comrie Croft,2024-03-22,Accommodation,Accommodation & food service,United Kingdom,Perth and Kinross,Crieff,Service with Significant Environmental Footprint,10-49,www.comriecroft.com
UpCircle Beauty,2022-11-18,Personal care products,Retail,United Kingdom,London Borough of Southwark,London,Wholesale/Retail,10-49,upcirclebeauty.com
Lifesaver Power,2022-10-26,Electrical equipment,Retail,United Kingdom,London Borough of Lambeth,London,Wholesale/Retail,1-9,www.lifesaverpower.com
Aoife Mc Namara LTD,2023-08-23,Apparel,Retail,Ireland,County Limerick,limerick,Wholesale/Retail,1-9,www.aoifemcnamara.com
By Charlot,2024-03-21,Other retail sale,Retail,France,Île-de-France,Bezons,Wholesale/Retail,10-49,https://www.bycharlot.com/
Soi Paris,2023-07-25,Apparel,Retail,France,Île-de-France,paris,Wholesale/Retail,10-49,www.soi-paris.com
GoodBuy GmbH,2022-11-22,General retail via Internet,Retail,Germany,Berlin,Berlin,Wholesale/Retail,1-9,www.goodbuy.eu
Aday,2022-11-17,Apparel,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.thisisaday.com
QWSTION,2023-10-16,Textiles,Retail,Switzerland,canton of Zürich,Zurich,Wholesale/Retail,10-49,www.qwstion.com
The Nue Co,2022-11-22,Personal care products,Retail,United Kingdom,City of London,London,Wholesale/Retail,10-49,www.thenueco.com
vinokilo,2022-11-24,Apparel,Retail,Germany,Rhineland-Palatinate,Mainz-Bodenheim,Wholesale/Retail,50-249,vinokilo.com
SLEEP'N Atocha,2023-12-05,Accommodation,Accommodation & food service,Spain,Madrid,Madrid,Service with Significant Environmental Footprint,10-49,www.sleepnatocha.com
Cow & Sow (Bristol) Limited,2024-10-17,Restaurants & food service,Accommodation & food service,United Kingdom,City of Bristol,Bristol,Service with Significant Environmental Footprint,10-49,www.thecowandsow.co.uk
Jointly Il welfare condiviso Srl,2023-02-13,Technology-based support services,Human health & social work,Italy,Lombardy,Milano,Service,10-49,www.jointly.pro
Nature.house,2022-12-09,Accommodation,Accommodation & food service,Netherlands The,North Brabant,Breda,Service,10-49,Natuurhuisje.nl
Urbidermis,2024-10-22,Furniture,Retail,Spain,Catalonia,La Roca del Valles,Wholesale/Retail,50-249,www.urbidermis.com
Nijhuis Saur Industries UK & Ireland Ltd.,2024-09-23,Machinery & equipment,Retail,United Kingdom,City of Bristol,Bristol,Wholesale/Retail,250-999,https://www.nijhuisindustries.com/uk
